"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"Coastal Management Program","Coastal Management Program - Coastal Management Program (illinois.gov)","https://www2.illinois.gov/dnr/cmp/Pages/default.aspx","2012","Other","The Illinois Coastal Management Program (CMP) is a non-regulatory division of IDNR that is dedicated to protecting and enhancing the environmental, economic, and social value of Illinois’ Great Lakes Coastal Region.","IL","Natural and Working Lands, Agriculture, and Forestry","Illinois","hover_natural"
"Green Infrastructure Grants","Illinois Green Infrastructure Grant Program - Water Grant Programs","https://www2.illinois.gov/epa/topics/grants-loans/water-financial-assistance/Pages/igig.aspx","2011","Other","","IL","Natural and Working Lands, Agriculture, and Forestry","Illinois","hover_natural"
"Louisiana 2017 Coastal Master Plan","https://www.adaptationclearinghouse.org/resources/louisiana-2017-coastal-master-plan.html","https://www.adaptationclearinghouse.org/resources/louisiana-2017-coastal-master-plan.html","2017","Announced Plan","Louisiana State Legislature unanimously approved the state’s 2017 Coastal Master Plan, an update to the 2012 Plan, which provides a 50-year blueprint for directing Louisiana’s investments, regulations, and programs in coastal restoration, resilience, and protection. The plan recommends 124 projects to restore coastal ecosystems, build flood control structures, and enhance land-use policies to reduce flood risks in coastal Louisiana communities and to enhance coastal economies and ecosystems.","LA","Natural and Working Lands, Agriculture, and Forestry","Louisiana","hover_natural"
"Governor’s Climate Council Legislation","PUBLIC Law, Chapter 476, An Act To Promote Clean Energy Jobs and To Establish the Maine Climate Council","https://legislature.maine.gov/legis/bills/bills_129th/chapters/PUBLIC476.asp","2019","Legislation","Sets up a specific “Working Lands” group to explore opportunities for increasing and preserving significant carbon sequestration through vast state forest lands and soil practices.","ME","Natural and Working Lands, Agriculture, and Forestry","Maine","hover_natural"
"Land for Maine’s Future Program","Land for Maine's Future: Maine Department of Agriculture, Conservation and Forestry","https://www.maine.gov/dacf/lmf/","1987","Other","Helped conserve more than 600,000 acres of land, including working farms, forests, and waterfronts.","ME","Natural and Working Lands, Agriculture, and Forestry","Maine","hover_natural"
"Maine Conservation Task Force’s 2019 Report","d5eca1_23d12e7aac114bffb39249b5f0b7243d.pdf (filesusr.com)","https://1f4d04e9-b8b5-411f-844d-c6f948d25acf.filesusr.com/ugd/d5eca1_23d12e7aac114bffb39249b5f0b7243d.pdf","2019","Recommended Goal","Report on the next generation of land conservation recommends the state support projects that promote resilience and landscape connectivity to help ecosystems, wildlife, and natural resource-based economies adapt to a changing climate.","ME","Natural and Working Lands, Agriculture, and Forestry","Maine","hover_natural"
"Maryland Healthy Soils Program","Soil Health (maryland.gov)","https://mda.maryland.gov/resource_conservation/Pages/Soil-Health.aspx#:~:text=Maryland%27s%20Healthy%20Soils%20Program&text=The%20legislation%20establishes%20MDA%20as,carbon%20sequestration%20in%20agricultural%20soils","2017","Legislation","Increase biological activity and carbon sequestration in the state’s soils by promoting practices based on emerging soil science, through incentives, research, education, technical assistance, and financial assistance for farmers.","MD","Natural and Working Lands, Agriculture, and Forestry","Maryland","hover_natural"
"An Act Promoting Climate Change Adaptation, Environmental and Natural Resource Protection and Investment in Recreational Assets and Opportunity (H. 4835)","Bill H.4835 (malegislature.gov)","https://malegislature.gov/Bills/190/H4835","2018","Legislation","Over $2.4 billion in capital allocations for investments in safeguarding residents, municipalities and businesses from the impacts of climate change, protecting environmental resources, and improving recreational opportunities.","MA","Natural and Working Lands, Agriculture, and Forestry","Massachusetts","hover_natural"
"Michigan Wildlife Action Plan for 2015–2025","DNR - Wildlife Action Plan (michigan.gov)","https://www.michigan.gov/dnr/0,4570,7-350-79136_79608_83053---,00.html","2015","Announced Plan","Provides a framework to coordinate wildlife and habitat conservation and considers the climate vulnerability of focal species of greatest conservation need.","MI","Natural and Working Lands, Agriculture, and Forestry","Michigan","hover_natural"
"Greenhouse Gas Emissions in Minnesota: 1990–2016","Greenhouse Gas Emissions: 1990-2016 (state.mn.us)","https://www.pca.state.mn.us/sites/default/files/lraq-2sy19.pdf","2019","Recommended Goal","Noted that improving best management practices in forestry and agriculture can serve to reduce the state’s emissions.","MN","Natural and Working Lands, Agriculture, and Forestry","Minnesota","hover_natural"
"Montana Climate Solutions Plan (EO 8-2019)","EO-08-2019_Creating Climate Solutions Council.pdf (mt.gov)","https://deq.mt.gov/Portals/112/DEQAdmin/Climate/EO-08-2019_Creating%20Climate%20Solutions%20Council.pdf","2019","Executive Order","Requires that the Climate Solutions Council include strategies for supporting “voluntary, incentive-driven tools and technologies for improving productivity, reducing emissions, and boosting soil health and carbon storage on farms and ranchlands, and in forests and wood products.”","MT","Natural and Working Lands, Agriculture, and Forestry","Montana","hover_natural"
"Wildlife Action Plan","2013 NV WAP Revision FINALfinal 1.pdf (ndow.org)","http://www.ndow.org/uploadedFiles/ndoworg/Content/Nevada_Wildlife/Conservation/2013-NV-WAP-Cover-Page-TOC.pdf","2012","Announced Plan","Revised in 2012 to incorporate climate change impacts and analyze the vulnerability of habitats and species.","NV","Natural and Working Lands, Agriculture, and Forestry","Nevada","hover_natural"
"A-839","Office of the Governor | Governor Murphy Signs Bipartisan Legislation to Protect New Jersey’s Coast from Perils of Offshore Drilling (nj.gov)","https://nj.gov/governor/news/news/562018/approved/20180420a_offshore_drilling.shtml#:~:text=Point%20Pleasant%20Beach%20%E2%80%93%20Taking%20swift,in%20New%20Jersey%27s%20ocean%20waters.","2018","Legislation","Bans offshore oil and gas exploration and its production in New Jersey’s ocean waters. Prohibits the Department of Environmental Protection (DEP) from issuing any permits and approvals for the development of any facility or infrastructure related to offshore drilling within or outside of New Jersey waters.","NJ","Natural and Working Lands, Agriculture, and Forestry","New Jersey","hover_natural"
"Forest & Watershed Restoration Act","EMNRD Forestry Division (state.nm.us)","http://www.emnrd.state.nm.us/SFD/FAWRA.html#:~:text=FAWRA%20allocates%20funding%20annually%20to,to%20evaluate%20and%20recommend%20projects.","2019","Legislation","Allocates funding annually to the Energy, Minerals, and Natural Resources Department Forestry Division for the purpose of restoring forests and watersheds in the state of New Mexico and establishes a Forest and Watershed Advisory Board to evaluate and recommend projects.","NM","Natural and Working Lands, Agriculture, and Forestry","New Mexico","hover_natural"
"Healthy Soils Act","Chapter 76 - Agriculture - NMOneSource.com","https://nmonesource.com/nmos/nmsa/en/item/4424/index.do#!b/a25","2019","Legislation","Promote and support farming and ranching systems and other forms of land management that increase soil organic matter, aggregate stability, microbiology and water retention to improve the health, yield and profitability of the soils of the state.","NM","Natural and Working Lands, Agriculture, and Forestry","New Mexico","hover_natural"
"North Carolina Natural and Working Lands Action Plan","NC DEQ: Natural & Working Lands","https://deq.nc.gov/energy-climate/climate-change/adaptation-and-resiliency/natural-working-lands","2020","Recommended Goal","Protect one million acres and restore one million acres of forests and wetlands in the state.","NC","Natural and Working Lands, Agriculture, and Forestry","North Carolina","hover_natural"
"Public Utility Lines and Bike Paths In Forest Preserve ( A 8136)","Bill Resource (statenet.com)","https://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2019000A8136&ciq=ncsl29&client_md=7dd893bb9398603adb08c027083a88fd&mode=current_text","2019","Legislation","Implements a constitutional amendment authorizing the placement of public utility lines and bike paths in the forest preserve and establishing a health and safety land account.","NY","Natural and Working Lands, Agriculture, and Forestry","New York","hover_natural"
"SB 1039","OAH Council (oregonocean.info)","https://www.oregonocean.info/index.php/ocean-acidification","2017","Legislation","Created the Oregon Coordinating Council on Ocean Acidification and Hypoxia (OAH Council) to provide recommendations and guidance for the State of Oregon on how to respond to this issue.","OR","Natural and Working Lands, Agriculture, and Forestry","Oregon","hover_natural"
"HB 3543","Chapter 0907 (oregonlegislature.gov)","https://www.oregonlegislature.gov/bills_laws/lawsstatutes/2007orLaw0907.html","2007","Legislation","Oregon Climate Change Research Institute established by the Oregon State Legislature to foster climate change research across the Oregon University System.","OR","Natural and Working Lands, Agriculture, and Forestry","Oregon","hover_natural"
"HB 4159","HB4159 (oregonlegislature.gov)","https://olis.oregonlegislature.gov/liz/2020R1/Downloads/MeasureDocument/HB4159/Introduced","2020","Legislation","The Legislature established the Carbon Policy Office to engage with stakeholders and conduct research and analysis to inform a statewide carbon policy framework.​​​​​​​","OR","Natural and Working Lands, Agriculture, and Forestry","Oregon","hover_natural"
"Pennsylvania Agricultural Conservation Easement Purchase Program (Act 149 of 1988)","Agricultural Conservation Easement Purchase Program : ConservationTools","https://conservationtools.org/guides/47-agricultural-conservation-easement-purchase-program","2013","Other","Enables state and county governments to purchase conservation easements on productive farms. The easements protect the farmland from non-agricultural development.","PA","Natural and Working Lands, Agriculture, and Forestry","Pennsylvania","hover_natural"
"2017 Vermont Forest Action Plan","2017_VT_ForestActionPlan.pdf (vermont.gov)","https://fpr.vermont.gov/sites/fpr/files/Forest_and_Forestry/Vermont_Forests/Library/2017_VT_ForestActionPlan.pdf","2017","Announced Plan","Outlines goals and planned actions to meet desired future forest conditions; advances management, conservation, and preservation efforts.","VT","Natural and Working Lands, Agriculture, and Forestry","Vermont","hover_natural"
